SUB_HAP,SUB_SAT,SUB_SLP,DIC_PAR,DIC_FRI,DIC_OTH,ULT_PRO_PAR,ULT_PRO_FRI,ULT_PRO_OTH,ULT_REC_PAR,ULT_REC_FRI,ULT_REC_OTH,TRU_PAR,TRU_FRI,TRU_OTH,SPN_UNM,SPN_THK,SPN_FEA,SPN_LIV,SPN_IMP,KAN_SEC,KAN_THI,KAN_SUP,KAN_PRD,KAN_KYK,DED_SHI,DED_TEN,DED_JIG,DED_KIS,DED_PUN,SEX_IMP,SEX_MAS,SEX_SEX,SEX_OBJ,SEX_NIN,SEX_NNA,SEX_IMP_num,SEX_MAS_nen,SEX_SEX_nen,SEX_NIN_cen,F_SEX,F_GEN_2,F_GEN,F_FGR,F_INK,F_INS,F_INK_cen,F_INS_cen,F_TAN,ARE,PRE,MAR,CHI,ID
7,6,7,5,3,0,5,5,5,5,5,5,3,3,2,2,2,1,2,4,2,2,1,3,3,2,2,2,3,2,4,6,1,Isei,,1,4,52,1,,male,60_bf,60dai,Mas_Shu,y200-400,y400-600,3,5,PC(Windows),Kinki,27,Married,Child,287
7,7,10,10,5,0,8,5,5,1,5,0,8,5,5,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,,,,,,5,,,,,female,50_bf,50dai,Dai_Sotsu,y400-600,y1000-1200,5,11,PC(Windows),Kyushu,47,Married,NoChild,288
6,6,6,5,0,0,5,1,1,3,2,2,5,5,8,3,3,3,3,4,2,3,3,2,3,3,3,3,3,3,7,4,1,Isei,N5-7nin,0,7,12,1,6,male,60_bf,60dai,Kou_Sotsu,y200-400,y600-800,3,7,PC(Windows),Hokkaido,1,Married,Child,289
7,2,4,5,3,2,5,5,5,3,3,2,7,5,3,3,3,4,3,4,4,2,1,2,3,3,3,2,4,4,4,,3,Isei,N8-10nin,1,4,,4,9,female,30_bf,30dai,Kou_Sotsu,y1-200,y200-400,1,3,SMA(android),Kinki,27,Married,Child,290
0,5,0,5,5,0,5,5,0,0,0,0,0,0,0,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,,,,,,5,,,,,male,40_bf,40dai,Dai_Sotsu,y1-200,y1-200,1,1,SMA(iOS_iPhone),Kanto,13,NotMarried,NoChild,291
2,1,0,6,4,0,6,4,0,10,0,0,10,10,0,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,,,,Isei,,4,,,,,male,40_af,40dai,Dai_Sotsu,Unknown,Unknown,,,SMA(android),Kanto,9,Married,Child,292
9,9,6,6,3,0,6,5,5,4,4,5,5,5,5,2,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,,,Isei,,3,3,,,,female,30_bf,30dai,Kou_Sotsu,y0,Unknown,0,,PC(Other),Kyushu,43,Married,Child,293
8,8,8,5,5,0,5,5,0,0,0,0,5,5,5,4,4,4,4,4,1,1,1,1,4,3,3,3,4,4,1,,,Isei,,3,1,,,,female,30_bf,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Kanto,13,NotMarried,NoChild,294
7,8,9,5,5,3,5,5,3,3,3,1,10,10,5,2,3,3,3,4,2,1,2,1,3,3,3,3,3,3,1,4,1,Isei,N4-5nin,0,1,12,1,4.5,female,30_af,30dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(Windows),Kanto,12,NotMarried,Child,295
7,6,9,10,5,0,10,6,0,0,3,1,5,5,1,2,3,4,3,4,3,4,3,3,4,4,4,4,4,3,5,7,7,Isei,N4-5nin,0,5,130,130,4.5,male,30_bf,30dai,Sen_Sotsu,y200-400,Unknown,3,,SMA(iOS_iPhone),Kinki,28,Married,Child,296
5,5,6,5,3,1,5,5,5,4,4,3,3,3,2,3,3,2,2,3,3,2,2,2,3,2,2,2,3,3,2,,1,Isei,N2-3nin,1,2,,1,2.5,female,30_af,30dai,Dai_Sotsu,y0,y400-600,0,5,SMA(iOS_iPhone),Kinki,28,Married,NoChild,297
6,4,4,5,5,5,4,4,4,3,3,3,10,10,5,4,4,4,4,4,3,4,3,3,4,3,3,3,3,3,6,7,1,Isei,N5-7nin,0,6,130,1,6,male,40_bf,40dai,Kou_Sotsu,y200-400,y200-400,3,3,Tab(android),Kanto,12,Married,Child,298
1,0,3,10,5,2,10,8,2,10,8,1,10,8,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,0,0,Isei,N0nin,0,1,0,0,0,female,30_af,30dai,Kou_Sotsu,y1-200,y1-200,1,1,SMA(android),Kinki,26,NotMarried,NoChild,299
6,6,10,10,5,0,10,5,0,5,5,0,5,3,0,2,2,3,2,3,3,1,2,2,3,3,3,2,4,4,3,7,6,Isei,N2-3nin,0,3,130,52,2.5,female,30_af,30dai,Kou_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Tohoku,2,NotMarried,Child,300
5,4,6,10,5,0,10,5,3,5,5,3,10,5,3,2,3,3,3,3,2,2,3,2,3,2,2,2,3,3,4,0,4,Isei,N5-7nin,0,4,0,12,6,female,40_af,40dai,Kou_Sotsu,y1-200,y200-400,1,3,PC(Windows),Chubu,18,Married,Child,301
6,5,6,0,0,0,5,5,5,5,5,5,1,1,1,3,2,2,2,3,3,2,2,2,3,2,3,2,3,3,4,,,Isei,,3,4,,,,female,20_bf,20dai,Mas_Shu,y0,y1000-1200,0,11,PC(Windows),Chubu,22,NotMarried,NoChild,302
8,8,6,5,5,2,8,5,1,8,5,1,2,3,8,2,3,3,3,4,1,1,1,1,2,3,2,2,2,2,3,6,1,Isei,N1nin,0,3,52,1,1,female,30_af,30dai,Sen_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kinki,25,NotMarried,NoChild,303
8,8,8,6,4,2,6,4,0,5,5,6,6,4,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,4,,,Isei,,3,4,,,,male,40_af,40dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Kanto,14,Married,Child,304
5,5,2,5,3,0,5,5,5,0,5,5,5,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,3,,,Isei,,3,3,,,,female,50_bf,50dai,Kou_Sotsu,y1-200,Unknown,1,,SMA(iOS_iPhone),Kyushu,40,NotMarried,Child,305
1,2,4,10,3,0,3,4,0,3,2,0,0,0,0,3,3,2,3,4,3,3,2,2,3,3,2,2,2,2,6,6,4,Isei,N31-50nin,0,6,52,12,35.5,male,40_af,40dai,Sen_Sotsu,y200-400,y600-800,3,7,SMA(android),Kinki,28,Married,Child,306
0,0,7,2,0,0,5,3,0,3,3,3,1,1,1,3,4,3,3,3,3,3,4,3,3,3,4,3,4,3,3,,,,,4,3,,,,female,40_bf,40dai,Sen_Sotsu,y200-400,y400-600,3,5,PC(Windows),Kinki,27,Married,Child,307
6,7,9,1,0,0,5,5,0,4,4,10,10,8,0,2,3,3,2,3,1,1,1,1,3,2,2,2,4,3,2,4,2,Isei,N2-3nin,0,2,12,2,2.5,male,40_af,40dai,Kou_Sotsu,Unknown,Unknown,,,SMA(android),Kanto,14,Married,Child,308
10,9,8,5,3,0,3,5,5,0,0,0,1,8,1,3,3,4,4,4,1,1,2,3,4,2,2,2,3,3,1,0,,Isei,,2,1,0,,,female,30_af,30dai,Sen_Sotsu,y0,Unknown,0,,PC(Windows),Kinki,27,Married,NoChild,309
3,2,5,0,0,0,0,0,0,1,1,1,1,1,0,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,,,,Isei,N1nin,3,,,,1,female,20_af,20dai,Kou_Sotsu,y0,y1-200,0,1,SMA(android),Chubu,22,Married,Child,310
2,1,0,10,0,0,10,5,0,5,5,0,10,5,0,2,1,3,1,4,3,2,2,3,3,3,3,3,4,3,,,,Isei,,4,,,,,female,30_bf,30dai,Dai_Sotsu,y200-400,y600-800,3,7,PC(Windows),Kinki,27,Married,Child,311
5,5,5,10,5,3,5,5,5,5,5,5,5,5,5,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,0,5,Isei,N11-15nin,0,1,0,26,13,female,30_af,30dai,Kou_Sotsu,y200-400,y600-800,3,7,SMA(android),Kinki,29,Married,Child,312
7,5,4,10,5,2,10,5,5,10,5,5,5,0,0,2,3,3,3,4,4,2,3,3,3,3,3,3,3,4,4,7,4,Isei,N2-3nin,0,4,130,12,2.5,male,20_af,20dai,Dai_Sotsu,y200-400,y1000-1200,3,11,PC(Windows),Kanto,11,NotMarried,NoChild,313
5,5,10,8,5,0,6,5,2,3,5,0,10,10,10,2,2,4,4,4,2,1,1,1,3,1,1,1,1,1,4,,,Isei,,3,4,,,,female,40_af,40dai,Sen_Sotsu,y200-400,y400-600,3,5,PC(Windows),Kanto,11,NotMarried,NoChild,314
3,3,5,5,5,0,5,5,0,5,5,0,5,5,0,1,1,1,1,2,1,1,1,1,2,1,1,3,2,1,5,,,Isei,,3,5,,,,female,30_bf,30dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Hokkaido,1,NotMarried,NoChild,315
5,5,6,3,1,0,3,1,0,4,3,0,3,0,0,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,4,7,0,Isei,N0nin,0,4,130,0,0,female,30_bf,30dai,Dai_Sotsu,y200-400,y400-600,3,5,SMA(android),Kyushu,42,NotMarried,NoChild,316
8,8,4,5,4,1,5,5,5,3,3,3,5,5,2,2,3,3,3,4,2,1,2,2,3,3,3,3,4,3,2,6,1,Isei,N4-5nin,0,2,52,1,4.5,male,40_bf,40dai,Dai_Sotsu,y600-800,y600-800,7,7,SMA(android),Shikoku,37,Married,Child,317
5,6,2,5,3,0,5,3,0,5,3,0,10,5,0,3,4,4,4,4,4,3,2,2,4,3,3,3,3,4,7,7,6,Isei,N4-5nin,0,7,130,52,4.5,female,40_bf,40dai,Sen_Sotsu,y600-800,y600-800,7,7,PC(Windows),Kinki,27,NotMarried,Child,318
6,5,4,5,3,0,5,5,5,5,5,5,10,10,10,2,3,4,3,3,2,2,2,2,3,3,3,3,2,2,4,,1,Isei,N4-5nin,1,4,,1,4.5,female,30_bf,30dai,Dai_Sotsu,y1-200,Unknown,1,,SMA(android),Chubu,22,NotMarried,Child,319
5,7,3,10,5,2,10,5,4,0,2,0,10,5,3,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,2,2,Isei,N2-3nin,0,3,2,2,2.5,female,40_bf,40dai,Sen_Sotsu,y0,y600-800,0,7,PC(Windows),Kanto,14,Married,Child,320
6,7,7,5,5,3,5,5,3,5,5,5,6,5,3,2,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,4,1,Isei,,1,3,12,1,,female,20_bf,20dai,Mas_Shu,y200-400,y800-1000,3,9,SMA(android),Chubu,24,NotMarried,NoChild,321
6,5,3,5,5,0,5,5,5,5,5,5,5,4,3,1,3,3,3,3,3,3,1,1,3,2,2,3,1,2,4,,,Ryoho,,3,4,,,,female,20_af,20dai,Dai_Chu,y1-200,y200-400,1,3,PC(Windows),Chugoku,32,Married,Child,322
2,3,5,10,5,0,5,5,5,5,5,5,5,5,5,2,2,3,2,3,3,2,2,3,3,3,2,2,3,2,4,0,0,Isei,N0nin,0,4,0,0,0,male,20_bf,20dai,Kou_Sotsu,y0,y200-400,0,3,PC(Windows),Kanto,11,NotMarried,NoChild,323
8,7,6,3,5,0,5,5,3,3,3,5,5,3,2,2,3,3,4,4,3,2,1,1,3,2,2,2,3,3,4,,4,Isei,,2,4,,12,,male,40_bf,40dai,Sen_Chu,y200-400,y400-600,3,5,SMA(android),Kinki,27,NotMarried,NoChild,324
5,5,5,2,5,1,3,3,2,3,3,1,3,3,1,3,4,4,4,3,3,2,4,2,4,4,4,4,4,3,,,,Isei,,4,,,,,female,40_af,40dai,Kou_Sotsu,Unknown,y200-400,,3,SMA(android),Kanto,8,NotMarried,NoChild,325
6,7,3,4,2,0,5,2,0,5,3,0,5,3,0,3,4,4,2,2,1,3,2,1,1,3,1,1,3,3,1,2,2,Isei,N11-15nin,0,1,2,2,13,male,40_bf,40dai,Dai_Sotsu,y2000-,y2000-,20,20,PC(Windows),Kanto,14,Married,Child,326
5,0,6,5,2,0,5,5,5,5,5,5,5,5,1,2,3,3,3,3,1,1,1,3,3,3,2,2,3,3,2,,,Isei,N4-5nin,2,2,,,4.5,female,40_bf,40dai,Sen_Sotsu,y0,y200-400,0,3,SMA(android),Tohoku,6,Married,Child,327
7,6,3,5,2,0,5,2,0,5,3,10,5,2,0,2,3,3,3,3,3,3,2,2,3,2,2,2,2,2,6,7,4,Isei,N41-100nin,0,6,130,12,70.5,male,50_bf,50dai,Kou_Sotsu,y600-800,y800-1000,7,9,PC(Windows),Chubu,18,Married,Child,328
7,4,4,10,5,3,5,5,5,0,3,3,10,7,3,1,3,2,3,4,1,1,1,2,3,3,3,3,3,3,5,5,2,Isei,N2-3nin,0,5,26,2,2.5,male,30_bf,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Tohoku,6,Married,Child,329
6,6,7,6,4,0,6,4,0,7,3,2,2,3,1,2,2,2,3,3,2,2,2,2,3,2,2,2,3,3,3,6,8,Isei,N4-5nin,0,3,52,365,4.5,male,40_bf,40dai,Dai_Sotsu,y800-1000,y1000-1200,9,11,PC(Windows),Kinki,26,Married,Child,330
7,8,3,3,5,8,5,6,5,5,0,1,5,6,8,2,2,1,1,1,3,1,1,4,4,1,4,3,1,1,5,4,4,Ryoho,N11-15nin,0,5,12,12,13,female,30_bf,30dai,Mas_Shu,y200-400,y400-600,3,5,PC(Windows),Shikoku,37,NotMarried,NoChild,331
4,3,3,5,5,0,3,3,0,5,5,10,4,4,0,2,3,3,3,3,2,2,2,2,3,2,2,2,3,3,5,8,7,Isei,N8-10nin,0,5,365,130,9,male,40_af,40dai,Dai_Sotsu,y800-1000,y800-1000,9,9,SMA(android),Kanto,11,Married,Child,332
4,3,0,10,3,0,6,5,3,2,3,2,5,3,2,2,3,3,2,4,2,2,4,2,3,2,2,2,3,3,,,,Isei,,4,,,,,female,40_af,40dai,Dai_Sotsu,y800-1000,y1500-2000,9,17.5,Tab(android),Kanto,11,Married,Child,333
8,7,9,5,3,0,5,5,5,3,5,8,5,5,3,3,4,4,4,4,2,2,1,2,3,2,2,2,3,3,5,2,4,Isei,,1,5,2,12,,male,40_bf,40dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kanto,12,Married,Child,334
1,1,3,5,4,0,5,5,3,5,5,5,10,10,10,3,3,4,3,3,2,3,3,4,3,3,3,3,3,3,2,2,,Isei,N11-15nin,1,2,2,,13,female,40_bf,40dai,Kou_Sotsu,y1-200,y200-400,1,3,PC(Windows),Kanto,11,NotMarried,Child,335
3,2,2,10,0,0,5,0,0,5,5,1,5,0,0,1,2,2,2,3,3,4,2,2,3,3,3,3,3,3,4,0,2,Isei,N1nin,0,4,0,2,1,female,50_bf,50dai,Kou_Sotsu,y0,y1000-1200,0,11,PC(Windows),Kanto,14,Married,Child,336
9,8,9,8,5,0,5,4,0,10,6,0,9,5,0,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,,,,,,5,,,,,female,30_af,30dai,Kou_Sotsu,y0,y400-600,0,5,SMA(iOS_iPhone),Chugoku,35,Married,Child,337
6,5,8,10,5,0,5,5,0,5,5,0,10,10,0,2,3,3,2,4,2,1,2,3,3,2,2,4,3,3,6,,,,,4,6,,,,female,30_af,30dai,Sen_Sotsu,y0,Unknown,0,,PC(Windows),Kinki,28,Married,Child,338
8,8,8,5,5,0,5,5,0,5,5,0,5,5,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,0,1,Isei,N1nin,0,2,0,1,1,female,40_af,40dai,Sen_Sotsu,y0,y400-600,0,5,PC(Windows),Kanto,14,Married,NoChild,339
7,7,6,9,3,0,9,3,0,1,3,10,5,3,0,2,3,2,2,3,2,4,2,2,3,2,3,3,3,2,5,,,,,4,5,,,,female,30_bf,30dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kinki,27,NotMarried,NoChild,340
7,6,5,4,2,0,5,5,5,4,4,3,7,3,2,2,3,4,3,3,3,2,2,3,3,2,3,2,3,2,2,,,,,4,2,,,,female,30_af,30dai,Sen_Sotsu,y0,y400-600,0,5,Tab(android),Kanto,14,Married,Child,341
0,3,5,10,5,0,10,6,3,10,5,2,10,9,5,2,4,4,4,4,3,3,2,3,4,2,2,2,3,2,2,3,2,Isei,N5-7nin,0,2,4,2,6,male,30_af,30dai,Dai_Sotsu,y400-600,y600-800,5,7,SMA(Windows),Chubu,21,Married,Child,342
9,7,9,10,3,0,8,3,1,1,2,1,5,3,1,3,3,4,4,4,3,3,3,1,4,3,3,3,3,3,,,,,,5,,,,,female,50_bf,50dai,Sen_Sotsu,y1-200,y400-600,1,5,PC(Windows),Kanto,12,Married,Child,343
3,3,7,5,5,2,5,5,2,5,5,2,5,5,2,2,1,3,1,3,1,1,1,1,3,1,1,1,3,3,4,0,,,,3,4,0,,,female,30_af,30dai,Sen_Sotsu,y0,y600-800,0,7,SMA(iOS_iPhone),Kinki,27,Married,Child,344
6,5,1,4,3,0,5,5,5,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,4,3,3,4,8,0,Isei,N2-3nin,0,4,365,0,2.5,female,30_af,30dai,Sen_Chu,y200-400,y200-400,3,3,PC(Windows),Kanto,11,NotMarried,Child,345
7,3,9,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,3,3,1,,,Isei,,3,1,,,,male,50_bf,50dai,Kou_Sotsu,y0,Unknown,0,,PC(Windows),Kyushu,42,NotMarried,NoChild,346
6,7,7,10,5,0,5,5,5,8,5,5,10,5,5,1,2,3,2,4,1,1,1,1,3,3,2,2,3,2,1,4,0,Hoka,N0nin,0,1,12,0,0,female,20_af,20dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Chubu,20,NotMarried,NoChild,347
4,3,7,3,5,5,5,5,5,5,3,3,3,3,0,2,2,3,2,3,3,2,2,2,3,2,2,2,3,2,5,7,5,Isei,N21-30nin,0,5,130,26,25.5,male,30_bf,30dai,Dai_Sotsu,y400-600,y600-800,5,7,PC(Windows),Chubu,23,Married,Child,348
9,7,9,10,10,10,5,5,5,2,2,2,10,10,10,3,2,1,3,4,2,2,1,2,3,3,3,3,3,3,3,,1,Isei,N5-7nin,1,3,,1,6,female,40_bf,40dai,Sen_Sotsu,Unknown,y600-800,,7,SMA(iOS_iPhone),Kanto,13,Married,Child,349
7,6,3,2,3,1,1,1,1,1,1,1,10,5,2,4,3,3,4,4,3,4,3,2,4,3,3,3,4,3,6,6,4,Isei,N16-20nin,0,6,52,12,18,female,30_bf,30dai,Dai_Sotsu,y200-400,y600-800,3,7,SMA(iOS_iPhone),Chubu,23,Married,Child,350
0,0,0,5,2,0,5,3,1,5,2,1,5,3,1,3,1,3,2,2,2,2,3,3,3,3,3,2,3,3,7,9,,Isei,,2,7,730,,,male,20_af,20dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,13,NotMarried,NoChild,351
5,5,3,5,5,0,5,5,1,5,5,5,3,3,0,3,3,3,4,4,2,1,2,2,4,4,4,4,4,3,2,,,,,4,2,,,,female,40_bf,40dai,Chu_Sotsu,y1-200,y1-200,1,1,SMA(android),Kanto,8,NotMarried,NoChild,352
3,0,8,0,2,1,3,5,1,5,5,5,3,3,2,3,3,3,3,3,2,1,3,2,3,3,3,3,3,3,4,,4,Isei,N11-15nin,1,4,,12,13,female,30_bf,30dai,Sen_Sotsu,y200-400,y600-800,3,7,SMA(android),Tohoku,6,NotMarried,NoChild,353
3,3,2,5,4,2,5,5,3,5,5,5,5,4,2,1,1,3,3,4,1,1,1,1,3,3,3,3,1,2,1,0,5,Isei,,1,1,0,26,,female,30_af,30dai,Kou_Sotsu,y200-400,Unknown,3,,SMA(android),Chubu,23,NotMarried,Child,354
3,3,1,10,5,0,5,5,5,5,5,5,10,5,1,1,2,3,2,3,3,2,1,1,3,2,2,2,3,3,6,8,2,Isei,N101nin-,0,6,365,2,101,male,40_bf,40dai,Kou_Sotsu,y600-800,y800-1000,7,9,SMA(android),Kinki,28,NotMarried,Child,355
5,5,8,5,2,0,5,2,0,5,1,0,7,1,0,2,3,3,3,3,2,2,2,2,3,2,2,2,3,3,3,7,7,Isei,N16-20nin,0,3,130,130,18,male,40_bf,40dai,Dai_Sotsu,y600-800,y600-800,7,7,SMA(iOS_iPhone),Kanto,12,Married,Child,356
10,7,5,10,10,10,10,10,10,3,2,1,10,10,10,4,4,3,4,4,1,1,4,1,4,4,4,1,2,1,,5,,Isei,N31-50nin,2,,26,,35.5,female,50_bf,50dai,Kou_Sotsu,y200-400,y1-200,3,1,PC(Windows),Chugoku,34,Married,NoChild,357
6,6,5,4,1,0,5,5,5,4,5,5,3,2,1,3,3,3,3,3,4,2,1,2,4,2,2,2,4,4,4,,6,Isei,,2,4,,52,,female,30_bf,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kinki,26,NotMarried,NoChild,358
5,4,6,2,2,3,4,2,3,3,4,2,3,2,3,3,3,3,3,3,3,1,3,1,3,1,1,1,3,1,6,5,5,Hoka,N16-20nin,0,6,26,26,18,female,20_bf,20dai,Kou_Sotsu,y200-400,y400-600,3,5,PC(Mac),Tohoku,4,NotMarried,NoChild,359
8,7,5,2,0,0,5,5,0,5,5,5,10,5,5,2,2,2,2,3,2,2,2,2,3,2,3,2,3,3,,,,,,5,,,,,female,30_bf,30dai,Sen_Sotsu,y0,y600-800,0,7,PC(Windows),Kanto,12,Married,Child,360
8,6,10,3,3,0,3,2,0,3,3,0,3,3,0,1,4,4,4,4,1,1,3,1,4,4,4,1,4,2,4,0,,,,3,4,0,,,female,30_bf,30dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Mac),Kinki,28,NotMarried,NoChild,361
6,3,3,5,5,2,5,5,5,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,5,,7,Isei,N21-30nin,1,5,,130,25.5,male,40_af,40dai,Kou_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Chubu,24,NotMarried,NoChild,362
4,3,4,4,1,0,5,2,0,4,1,0,4,1,0,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,4,,,Isei,,3,4,,,,male,40_af,40dai,Kou_Sotsu,Unknown,Unknown,,,PC(Windows),Kinki,28,Married,Child,363
6,6,8,5,0,0,5,5,0,0,5,0,10,10,0,2,3,4,3,2,3,3,2,2,3,2,2,2,3,3,4,,,,,4,4,,,,female,50_bf,50dai,Kou_Sotsu,y1-200,Unknown,1,,PC(Windows),Chubu,23,Married,Child,364
3,3,3,0,0,0,5,5,5,5,5,5,0,0,0,3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,2,,,Isei,,3,2,,,,female,40_bf,40dai,Kou_Sotsu,y1-200,y200-400,1,3,SMA(android),Chubu,17,NotMarried,NoChild,365
8,8,6,0,5,0,5,5,6,5,5,4,1,10,10,3,3,4,3,3,3,2,3,2,4,2,2,2,3,1,3,4,,Isei,N4-5nin,1,3,12,,4.5,male,50_bf,50dai,Dai_Sotsu,y800-1000,y1000-1200,9,11,SMA(android),Kinki,27,Married,NoChild,366
8,8,6,5,5,1,5,5,5,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,,5,Isei,N8-10nin,1,3,,26,9,female,30_bf,30dai,Dai_Sotsu,y1-200,y400-600,1,5,SMA(iOS_iPhone),Kanto,12,Married,Child,367
10,9,9,10,5,5,10,5,5,0,0,0,10,5,5,2,4,4,4,4,1,1,4,4,4,1,1,1,4,1,1,0,1,Isei,N41-100nin,0,1,0,1,70.5,female,30_af,30dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kinki,26,NotMarried,NoChild,368
8,6,3,10,10,5,10,10,7,1,1,5,10,10,5,2,4,3,3,4,2,2,3,2,3,4,4,4,1,1,4,,,Isei,N2-3nin,2,4,,,2.5,male,30_af,30dai,Dai_Sotsu,y400-600,y600-800,5,7,SMA(android),Kanto,13,Married,Child,369
1,1,3,10,5,1,10,5,1,10,5,1,10,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,8,2,Isei,N5-7nin,0,6,365,2,6,male,40_bf,40dai,Kou_Sotsu,y600-800,y600-800,7,7,SMA(android),Tohoku,7,NotMarried,NoChild,370
2,6,8,10,5,0,5,5,5,5,5,5,10,7,5,2,2,1,1,4,2,2,2,2,3,2,2,2,3,2,3,4,5,Isei,N4-5nin,0,3,12,26,4.5,male,20_af,20dai,Kou_Sotsu,y200-400,y200-400,3,3,SMA(android),Kinki,25,Married,Child,371
5,6,6,2,4,1,3,3,1,5,5,3,4,4,2,3,1,3,3,4,3,2,3,3,2,4,4,3,4,4,6,4,6,Isei,N4-5nin,0,6,12,52,4.5,male,40_bf,40dai,Sen_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kyushu,40,NotMarried,NoChild,372
7,3,3,5,5,1,5,5,5,3,3,2,7,5,3,4,4,4,4,4,3,3,3,3,3,4,4,2,4,4,7,5,5,Isei,N8-10nin,0,7,26,26,9,male,50_bf,50dai,Dai_Sotsu,y800-1000,y800-1000,9,9,PC(Windows),Kanto,13,Married,Child,373
9,9,8,10,5,0,5,5,5,5,3,3,10,10,5,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,7,8,1,Isei,N2-3nin,0,7,365,1,2.5,male,20_af,20dai,Doc_Chu,y200-400,y200-400,3,3,PC(Windows),Kanto,13,NotMarried,NoChild,374
4,0,9,0,0,0,0,5,0,1,1,1,5,5,5,2,3,4,3,4,1,1,2,2,4,3,2,2,4,3,4,5,1,Isei,N41-100nin,0,4,26,1,70.5,male,60_bf,60dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Shikoku,38,NotMarried,NoChild,375
3,4,4,10,5,0,10,10,10,10,10,10,3,3,1,2,3,3,4,3,1,2,3,2,3,2,2,2,3,2,4,6,1,Isei,N11-15nin,0,4,52,1,13,male,40_bf,40dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Tohoku,5,NotMarried,NoChild,376
3,2,2,0,0,0,0,6,0,5,3,0,5,5,0,2,2,3,3,3,3,3,2,2,3,2,3,2,3,2,4,,,Isei,N4-5nin,2,4,,,4.5,male,30_af,30dai,Mas_Shu,y600-800,y600-800,7,7,SMA(android),Shikoku,38,NotMarried,NoChild,377
7,5,8,10,5,0,10,4,0,2,0,5,6,6,5,2,2,3,2,3,2,1,2,3,3,2,2,1,3,2,3,7,4,Isei,N5-7nin,0,3,130,12,6,female,20_af,20dai,Dai_Sotsu,y400-600,y1000-1200,5,11,PC(Windows),Kyushu,40,NotMarried,NoChild,378
5,5,2,5,3,0,10,5,1,3,3,0,5,3,2,4,4,3,4,4,2,2,3,2,3,1,1,1,4,3,7,5,5,Isei,N2-3nin,0,7,26,26,2.5,male,30_bf,30dai,Sen_Sotsu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Kanto,13,Married,Child,379
5,5,8,10,10,5,10,10,5,10,10,5,10,10,5,3,3,3,3,4,2,2,3,4,3,3,3,3,3,3,4,,,Isei,N2-3nin,2,4,,,2.5,female,40_af,40dai,Kou_Sotsu,Unknown,Unknown,,,Tab(android),Kanto,12,NotMarried,NoChild,380
8,8,10,5,3,1,5,3,1,5,3,1,5,3,1,2,2,3,2,3,3,3,2,2,3,2,2,2,2,2,5,7,4,Isei,N8-10nin,0,5,130,12,9,male,40_bf,40dai,Dai_Sotsu,y200-400,y600-800,3,7,PC(Windows),Tohoku,6,Married,Child,381
